Year,County Name,Age Group,Victims
2013,Washington,6 to 10 Years Old,23
2009,Iowa,11 Years Old and Older,14
2015,Poweshiek,11 Years Old and Older,11
2016,Appanoose,11 Years Old and Older,12
2014,Pottawattamie,11 Years Old and Older,76
2013,Guthrie,6 to 10 Years Old,12
2015,Buchanan,5 Years Old and Younger,14
2007,Keokuk,6 to 10 Years Old,19
2016,Linn,5 Years Old and Younger,317
2016,Palo Alto,5 Years Old and Younger,11
2005,Winnebago,6 to 10 Years Old,10
2014,Bremer,5 Years Old and Younger,14
2004,Sac,5 Years Old and Younger,8
2004,Mitchell,11 Years Old and Older,7
2015,Taylor,11 Years Old and Older,3
2016,Boone,11 Years Old and Older,24
2016,Cerro Gordo,6 to 10 Years Old,37
2005,Cedar,5 Years Old and Younger,28
2016,Henry,11 Years Old and Older,7
2016,Shelby,11 Years Old and Older,7
2007,Chickasaw,6 to 10 Years Old,16
2016,Butler,11 Years Old and Older,20
2007,Madison,6 to 10 Years Old,24
2016,Fayette,5 Years Old and Younger,24
2005,Muscatine,6 to 10 Years Old,81
2016,Delaware,11 Years Old and Older,5
2016,Mahaska,5 Years Old and Younger,40
2016,Pocahontas,6 to 10 Years Old,6
2010,Fremont,5 Years Old and Younger,4
2016,Sioux,6 to 10 Years Old,11
2009,Delaware,11 Years Old and Older,10
2016,Carroll,5 Years Old and Younger,26
2007,Dallas,6 to 10 Years Old,35
2015,Cherokee,6 to 10 Years Old,12
2004,Polk,6 to 10 Years Old,515
2015,Sac,11 Years Old and Older,7
2012,Appanoose,11 Years Old and Older,11
2015,Audubon,11 Years Old and Older,4
2006,Decatur,11 Years Old and Older,15
2016,Buchanan,6 to 10 Years Old,5
2012,Chickasaw,5 Years Old and Younger,26
2016,Wright,6 to 10 Years Old,15
2015,Union,11 Years Old and Older,11
2013,Marion,11 Years Old and Older,33
2007,Delaware,6 to 10 Years Old,19
2014,Wright,11 Years Old and Older,11
2015,Washington,6 to 10 Years Old,10
2004,Carroll,11 Years Old and Older,11
2008,Delaware,6 to 10 Years Old,12
2007,Story,5 Years Old and Younger,108
2015,Taylor,6 to 10 Years Old,3
2014,Hancock,11 Years Old and Older,4
2008,Henry,5 Years Old and Younger,46
2016,Louisa,5 Years Old and Younger,22
2015,Black Hawk,11 Years Old and Older,64
2008,Dubuque,6 to 10 Years Old,76
2014,Plymouth,5 Years Old and Younger,17
2008,Dallas,5 Years Old and Younger,74
2011,Des Moines,11 Years Old and Older,25
2015,Wapello,11 Years Old and Older,27
2016,Washington,5 Years Old and Younger,28
2015,Marshall,11 Years Old and Older,38
2016,Wapello,6 to 10 Years Old,31
2015,Wayne,6 to 10 Years Old,4
2004,OBrien,6 to 10 Years Old,16
2012,Dickinson,6 to 10 Years Old,16
2015,Emmet,11 Years Old and Older,4
2015,Polk,6 to 10 Years Old,405
2015,Poweshiek,5 Years Old and Younger,18
2008,Des Moines,11 Years Old and Older,31
2016,Hancock,5 Years Old and Younger,10
2011,Decatur,5 Years Old and Younger,14
2012,Boone,6 to 10 Years Old,29
2016,Marion,11 Years Old and Older,21
2016,Plymouth,6 to 10 Years Old,15
2015,Cedar,5 Years Old and Younger,13
2009,Lyon,5 Years Old and Younger,16
2004,Allamakee,11 Years Old and Older,3
2013,Montgomery,11 Years Old and Older,16
2006,Butler,6 to 10 Years Old,15
2015,Harrison,6 to 10 Years Old,10
2006,Marion,5 Years Old and Younger,25
2017,OBrien,6 to 10 Years Old,30
2016,Jones,11 Years Old and Older,6
2007,Des Moines,5 Years Old and Younger,118
2015,OBrien,11 Years Old and Older,6
2016,Ida,11 Years Old and Older,2
2015,Hancock,6 to 10 Years Old,6
2014,Sac,5 Years Old and Younger,7
2007,Crawford,6 to 10 Years Old,22
2009,Jackson,11 Years Old and Older,19
2015,Jones,5 Years Old and Younger,18
2007,Humboldt,5 Years Old and Younger,5
2016,Tama,6 to 10 Years Old,19
2009,Woodbury,6 to 10 Years Old,120
2016,Sac,11 Years Old and Older,2
2017,Sac,11 Years Old and Older,18
2016,Kossuth,11 Years Old and Older,5
2009,Fremont,11 Years Old and Older,8
2014,Fayette,11 Years Old and Older,15
2012,Winneshiek,11 Years Old and Older,9
2014,Lee,11 Years Old and Older,37
2005,Mitchell,6 to 10 Years Old,12
2015,Louisa,11 Years Old and Older,10
2016,Union,5 Years Old and Younger,23
2015,Washington,5 Years Old and Younger,29
2016,Johnson,6 to 10 Years Old,27
2004,Linn,5 Years Old and Younger,461
2016,Buena Vista,5 Years Old and Younger,37
2015,Johnson,11 Years Old and Older,35
2011,Linn,5 Years Old and Younger,327
2016,Ringgold,5 Years Old and Younger,2
2013,Louisa,6 to 10 Years Old,5
2015,Madison,11 Years Old and Older,7
2006,Keokuk,11 Years Old and Older,6
2010,Harrison,11 Years Old and Older,13
2011,Dubuque,5 Years Old and Younger,203
2004,Cerro Gordo,5 Years Old and Younger,175
2015,Howard,5 Years Old and Younger,13
2005,Marshall,6 to 10 Years Old,57
2015,Lucas,11 Years Old and Older,4
2014,Decatur,11 Years Old and Older,12
2017,Pocahontas,6 to 10 Years Old,4
2016,Wright,11 Years Old and Older,10
2015,Johnson,6 to 10 Years Old,26
2014,Appanoose,5 Years Old and Younger,22
2010,Davis,6 to 10 Years Old,4
2016,Davis,11 Years Old and Older,5
2010,Decatur,11 Years Old and Older,6
2014,Boone,11 Years Old and Older,16
2015,Cass,5 Years Old and Younger,16
2005,Allamakee,11 Years Old and Older,24
2013,Kossuth,11 Years Old and Older,13
2014,Hamilton,5 Years Old and Younger,19
2015,Van Buren,5 Years Old and Younger,8
2004,Lyon,5 Years Old and Younger,4
2005,Story,6 to 10 Years Old,41
2016,Marshall,6 to 10 Years Old,33
2016,Floyd,6 to 10 Years Old,13
2015,Union,6 to 10 Years Old,12
2015,Kossuth,11 Years Old and Older,4
2016,Cass,11 Years Old and Older,5
2015,Dallas,5 Years Old and Younger,51
2006,Taylor,11 Years Old and Older,1
2016,Fremont,11 Years Old and Older,2
2016,Boone,5 Years Old and Younger,54
2008,Wright,5 Years Old and Younger,26
2007,Clayton,5 Years Old and Younger,30
2009,Jasper,6 to 10 Years Old,48
2004,Lee,11 Years Old and Older,68
2017,Grundy,11 Years Old and Older,5
2017,Mills,11 Years Old and Older,10
2014,Johnson,11 Years Old and Older,50
2016,Tama,11 Years Old and Older,18
2015,Audubon,6 to 10 Years Old,2
2012,Marshall,11 Years Old and Older,44
2015,Calhoun,11 Years Old and Older,2
2015,Chickasaw,5 Years Old and Younger,4
2004,Clayton,5 Years Old and Younger,22
2016,Cass,5 Years Old and Younger,30
2015,Allamakee,6 to 10 Years Old,7
2015,Des Moines,11 Years Old and Older,26
2017,Van Buren,5 Years Old and Younger,6
2005,Dickinson,11 Years Old and Older,14
2016,Des Moines,6 to 10 Years Old,46
2012,Plymouth,6 to 10 Years Old,10
2014,OBrien,11 Years Old and Older,3
2006,Harrison,11 Years Old and Older,16
2013,Dickinson,5 Years Old and Younger,29
2014,Monroe,11 Years Old and Older,4
2015,Delaware,5 Years Old and Younger,12
2016,Harrison,11 Years Old and Older,8
2004,Guthrie,11 Years Old and Older,18
2007,Audubon,5 Years Old and Younger,22
2013,Buchanan,11 Years Old and Older,11
2016,Buchanan,11 Years Old and Older,9
2007,Appanoose,11 Years Old and Older,21
2015,Crawford,11 Years Old and Older,6
2016,Humboldt,5 Years Old and Younger,7
2016,Hancock,6 to 10 Years Old,1
2013,Clinton,11 Years Old and Older,58
2013,Fayette,11 Years Old and Older,14
2015,Clarke,11 Years Old and Older,5
2009,Poweshiek,5 Years Old and Younger,52
2007,Franklin,6 to 10 Years Old,19
2016,Monroe,5 Years Old and Younger,11
2015,Decatur,11 Years Old and Older,5
2005,Clayton,5 Years Old and Younger,18
2006,Boone,11 Years Old and Older,16
2015,Madison,5 Years Old and Younger,17
2012,Jackson,6 to 10 Years Old,16
2004,Worth,5 Years Old and Younger,13
2016,Linn,11 Years Old and Older,103
2016,Humboldt,11 Years Old and Older,9
2011,Polk,6 to 10 Years Old,442
2016,Madison,11 Years Old and Older,11
2017,Hardin,6 to 10 Years Old,13
2016,Henry,6 to 10 Years Old,11
2010,Iowa,6 to 10 Years Old,11
2016,Howard,5 Years Old and Younger,16
2015,Dubuque,11 Years Old and Older,18
2016,Dubuque,6 to 10 Years Old,73
2013,Henry,5 Years Old and Younger,49
2008,Crawford,6 to 10 Years Old,11
2015,Henry,11 Years Old and Older,6
2011,Grundy,11 Years Old and Older,11
2016,Story,6 to 10 Years Old,49
2014,Jackson,5 Years Old and Younger,10
2015,Worth,5 Years Old and Younger,12
2017,Cerro Gordo,5 Years Old and Younger,106
2015,Lyon,11 Years Old and Older,2
2016,Monroe,6 to 10 Years Old,3
2015,Poweshiek,6 to 10 Years Old,24
2012,Guthrie,11 Years Old and Older,10
2016,Allamakee,5 Years Old and Younger,20
2016,Jasper,6 to 10 Years Old,25
2014,Hancock,6 to 10 Years Old,2
2015,Benton,11 Years Old and Older,8
2015,Henry,5 Years Old and Younger,19
2006,Delaware,11 Years Old and Older,18
2015,Hancock,5 Years Old and Younger,11
2013,Marshall,6 to 10 Years Old,64
2004,Mitchell,5 Years Old and Younger,7
2016,Benton,11 Years Old and Older,7
2015,Mitchell,6 to 10 Years Old,8
2013,Muscatine,11 Years Old and Older,38
2016,Monona,11 Years Old and Older,7
2014,Woodbury,6 to 10 Years Old,80
2007,Louisa,11 Years Old and Older,13
2014,Iowa,11 Years Old and Older,1
2011,Van Buren,11 Years Old and Older,7
2007,Washington,11 Years Old and Older,13
2009,Jones,11 Years Old and Older,16
2015,Adair,11 Years Old and Older,8
2008,Boone,6 to 10 Years Old,13
2014,Humboldt,11 Years Old and Older,3
2004,Butler,11 Years Old and Older,12
2008,Des Moines,5 Years Old and Younger,117
2005,Tama,11 Years Old and Older,26
2007,Dubuque,11 Years Old and Older,67
2007,Clay,6 to 10 Years Old,21
2016,Louisa,11 Years Old and Older,13
2014,Marion,5 Years Old and Younger,33
2016,Clayton,11 Years Old and Older,8
2016,Shelby,5 Years Old and Younger,12
2007,Buena Vista,5 Years Old and Younger,35
2009,Calhoun,5 Years Old and Younger,22
2016,Montgomery,5 Years Old and Younger,36
2011,Tama,6 to 10 Years Old,19
2016,Wayne,6 to 10 Years Old,5
2015,Lucas,6 to 10 Years Old,3
2017,Black Hawk,5 Years Old and Younger,247
2015,Winneshiek,5 Years Old and Younger,8
2011,Tama,5 Years Old and Younger,45
2006,Decatur,6 to 10 Years Old,14
2016,Appanoose,6 to 10 Years Old,22
2004,Clarke,6 to 10 Years Old,8
2015,Page,11 Years Old and Older,11
2015,Wapello,5 Years Old and Younger,62
2015,Fayette,5 Years Old and Younger,29
2011,Keokuk,6 to 10 Years Old,16
2011,Poweshiek,11 Years Old and Older,15
2015,Winneshiek,6 to 10 Years Old,3
2016,Greene,5 Years Old and Younger,17
2012,Jefferson,11 Years Old and Older,5
2012,Hardin,11 Years Old and Older,19
2016,Mills,6 to 10 Years Old,7
2016,Van Buren,11 Years Old and Older,4
2015,Page,5 Years Old and Younger,35
2009,Winnebago,5 Years Old and Younger,21
2016,Montgomery,11 Years Old and Older,9
2015,Clay,6 to 10 Years Old,14
2010,Des Moines,6 to 10 Years Old,59
2006,Bremer,6 to 10 Years Old,25
2004,Taylor,6 to 10 Years Old,4
2015,Buchanan,11 Years Old and Older,10
2015,Sac,5 Years Old and Younger,14
2014,Clayton,6 to 10 Years Old,9
2016,Butler,6 to 10 Years Old,14
2014,Page,11 Years Old and Older,14
2012,Hamilton,6 to 10 Years Old,16
2016,Jefferson,6 to 10 Years Old,8
2016,Palo Alto,11 Years Old and Older,4
2008,Johnson,11 Years Old and Older,49
2016,OBrien,6 to 10 Years Old,7
2016,Jones,6 to 10 Years Old,5
2011,Van Buren,5 Years Old and Younger,9
2015,Scott,6 to 10 Years Old,135
2015,Jones,11 Years Old and Older,4
2016,Palo Alto,6 to 10 Years Old,4
2017,Harrison,5 Years Old and Younger,15
2015,Dubuque,6 to 10 Years Old,54
2004,Des Moines,11 Years Old and Older,46
2012,Iowa,6 to 10 Years Old,6
2015,Clayton,6 to 10 Years Old,5
2015,Calhoun,5 Years Old and Younger,8
2004,Monroe,11 Years Old and Older,11
2005,Warren,5 Years Old and Younger,62
2014,Washington,6 to 10 Years Old,9
2011,Pocahontas,5 Years Old and Younger,23
2006,Lucas,6 to 10 Years Old,13
2016,Iowa,5 Years Old and Younger,16
2009,Allamakee,5 Years Old and Younger,23
2016,Carroll,11 Years Old and Older,17
2014,Polk,11 Years Old and Older,285
2017,Hancock,5 Years Old and Younger,13
2015,Montgomery,5 Years Old and Younger,32
2014,Muscatine,11 Years Old and Older,34
2015,Clarke,5 Years Old and Younger,13
2007,Poweshiek,5 Years Old and Younger,48
2016,Scott,6 to 10 Years Old,173
2015,Cherokee,11 Years Old and Older,9
2016,Benton,6 to 10 Years Old,17
2014,Winnebago,11 Years Old and Older,7
2008,Woodbury,6 to 10 Years Old,118
2014,Calhoun,11 Years Old and Older,5
2015,Kossuth,5 Years Old and Younger,12
2016,Dallas,11 Years Old and Older,38
2016,Fremont,6 to 10 Years Old,9
2007,Davis,11 Years Old and Older,16
2016,Jackson,5 Years Old and Younger,36
2013,Calhoun,6 to 10 Years Old,12
2010,Johnson,11 Years Old and Older,61
2008,Grundy,5 Years Old and Younger,10
2005,Palo Alto,11 Years Old and Older,9
2014,Dickinson,11 Years Old and Older,1
2009,Plymouth,5 Years Old and Younger,43
2014,Pocahontas,11 Years Old and Older,9
2009,Fremont,5 Years Old and Younger,10
2016,Calhoun,5 Years Old and Younger,19
2012,Poweshiek,11 Years Old and Older,18
2007,Carroll,5 Years Old and Younger,31
2016,Monona,6 to 10 Years Old,6
2005,Jones,6 to 10 Years Old,13
2015,Clayton,11 Years Old and Older,12
2013,Wright,11 Years Old and Older,26
2009,Howard,5 Years Old and Younger,4
2009,Bremer,6 to 10 Years Old,10
2004,Ringgold,11 Years Old and Older,4
2015,Marshall,5 Years Old and Younger,85
2015,Dubuque,5 Years Old and Younger,128
2015,Floyd,5 Years Old and Younger,16
2015,Iowa,5 Years Old and Younger,15
2009,Buena Vista,6 to 10 Years Old,28
2016,Chickasaw,5 Years Old and Younger,11
2016,Winneshiek,6 to 10 Years Old,5
2004,Dubuque,5 Years Old and Younger,193
2008,Madison,6 to 10 Years Old,13
2016,Franklin,11 Years Old and Older,10
2015,Guthrie,5 Years Old and Younger,12
2013,Taylor,11 Years Old and Older,1
2015,Monroe,11 Years Old and Older,1
2006,Mahaska,5 Years Old and Younger,71
2016,Audubon,5 Years Old and Younger,2
2014,Howard,11 Years Old and Older,9
2010,Hamilton,11 Years Old and Older,16
2017,Monroe,11 Years Old and Older,1
2017,Montgomery,5 Years Old and Younger,13
2016,Plymouth,11 Years Old and Older,17
2015,Grundy,6 to 10 Years Old,4
2015,Henry,6 to 10 Years Old,14
2007,Davis,6 to 10 Years Old,11
2006,Tama,5 Years Old and Younger,39
2016,Chickasaw,11 Years Old and Older,8
2015,Van Buren,11 Years Old and Older,1
2007,Page,6 to 10 Years Old,28
2007,Tama,6 to 10 Years Old,19
2011,Wright,6 to 10 Years Old,22
2014,Jefferson,6 to 10 Years Old,7
2007,Clinton,6 to 10 Years Old,56
2015,Mills,11 Years Old and Older,6
2016,Greene,6 to 10 Years Old,13
2011,Page,11 Years Old and Older,16
2016,Taylor,11 Years Old and Older,3
2014,Jasper,11 Years Old and Older,43
2015,Dallas,6 to 10 Years Old,34
2012,Tama,5 Years Old and Younger,32
2008,Cass,6 to 10 Years Old,16
2014,Story,11 Years Old and Older,20
2014,Page,5 Years Old and Younger,39
2015,Buena Vista,11 Years Old and Older,7
2008,Madison,11 Years Old and Older,12
2007,Monona,5 Years Old and Younger,15
2015,Sac,6 to 10 Years Old,11
2015,Emmet,5 Years Old and Younger,19
2009,Adams,11 Years Old and Older,4
2004,Pocahontas,11 Years Old and Older,12
2009,Winneshiek,11 Years Old and Older,10
2015,Keokuk,11 Years Old and Older,8
2015,Wright,6 to 10 Years Old,4
2004,Poweshiek,11 Years Old and Older,19
2005,Harrison,6 to 10 Years Old,23
2015,Tama,11 Years Old and Older,13
2015,Scott,5 Years Old and Younger,226
2015,Jefferson,11 Years Old and Older,4
2011,Osceola,6 to 10 Years Old,2
2016,Franklin,6 to 10 Years Old,7
2015,Monona,11 Years Old and Older,5
2004,Calhoun,5 Years Old and Younger,14
2016,Louisa,6 to 10 Years Old,11
2005,Lyon,6 to 10 Years Old,4
2013,Adair,11 Years Old and Older,9
2014,Franklin,5 Years Old and Younger,13
2016,Page,6 to 10 Years Old,24
2014,Taylor,6 to 10 Years Old,5
2014,Tama,6 to 10 Years Old,8
2005,Louisa,5 Years Old and Younger,10
2016,Fayette,6 to 10 Years Old,13
2008,Clayton,6 to 10 Years Old,12
2013,Dickinson,11 Years Old and Older,14
2016,Bremer,6 to 10 Years Old,9
2010,Poweshiek,6 to 10 Years Old,18
2009,Monona,6 to 10 Years Old,3
2010,Dallas,6 to 10 Years Old,43
2016,Iowa,6 to 10 Years Old,6
2010,Cherokee,11 Years Old and Older,9
2014,Lucas,11 Years Old and Older,5
2011,Washington,6 to 10 Years Old,22
2010,Clinton,5 Years Old and Younger,151
2014,Adair,11 Years Old and Older,3
2015,Scott,11 Years Old and Older,120
2016,Delaware,5 Years Old and Younger,19
2016,Hamilton,6 to 10 Years Old,4
2015,Pocahontas,6 to 10 Years Old,9
2015,Mitchell,5 Years Old and Younger,1
2016,Poweshiek,5 Years Old and Younger,26
2004,Cass,6 to 10 Years Old,21
2011,Winneshiek,5 Years Old and Younger,19
2016,Mitchell,6 to 10 Years Old,8
2017,Greene,11 Years Old and Older,6
2006,Webster,5 Years Old and Younger,91
2016,Clarke,6 to 10 Years Old,8
2014,Lucas,5 Years Old and Younger,10
2016,Audubon,6 to 10 Years Old,8
2010,Hamilton,5 Years Old and Younger,37
2009,Ida,5 Years Old and Younger,9
2007,Keokuk,5 Years Old and Younger,32
2009,Warren,11 Years Old and Older,48
2016,Osceola,11 Years Old and Older,7
2014,Marion,11 Years Old and Older,23
2016,Floyd,5 Years Old and Younger,32
2012,Plymouth,5 Years Old and Younger,35
2015,Dickinson,6 to 10 Years Old,10
2012,Delaware,5 Years Old and Younger,19
2010,Jefferson,6 to 10 Years Old,14
2005,Delaware,6 to 10 Years Old,15
2015,Muscatine,11 Years Old and Older,32
2005,Madison,5 Years Old and Younger,17
2004,Howard,5 Years Old and Younger,11
2012,Franklin,11 Years Old and Older,8
2011,Henry,6 to 10 Years Old,38
2015,Adams,6 to 10 Years Old,0
2016,Winneshiek,11 Years Old and Older,5
2017,Clay,5 Years Old and Younger,38
2011,Hardin,11 Years Old and Older,13
2016,Cerro Gordo,5 Years Old and Younger,74
2009,Shelby,11 Years Old and Older,8
2016,Grundy,5 Years Old and Younger,9
2017,Ida,11 Years Old and Older,12
2005,Monroe,11 Years Old and Older,12
2016,Union,6 to 10 Years Old,13
2014,Kossuth,11 Years Old and Older,5
2015,Clinton,6 to 10 Years Old,66
2015,Worth,6 to 10 Years Old,1
2015,Sioux,11 Years Old and Older,14
2015,Des Moines,6 to 10 Years Old,43
2014,Bremer,11 Years Old and Older,8
2016,Clay,5 Years Old and Younger,22
2016,Story,11 Years Old and Older,43
2009,Page,5 Years Old and Younger,35
2004,Bremer,6 to 10 Years Old,18
2009,Marion,5 Years Old and Younger,39
2010,Warren,11 Years Old and Older,37
2015,Jefferson,6 to 10 Years Old,10
2017,Mahaska,6 to 10 Years Old,30
2014,Dubuque,6 to 10 Years Old,27
2014,Delaware,11 Years Old and Older,10
2008,Ringgold,11 Years Old and Older,11
2008,Jackson,6 to 10 Years Old,26
2007,Floyd,11 Years Old and Older,24
2016,Shelby,6 to 10 Years Old,7
2013,Hancock,5 Years Old and Younger,18
2015,Shelby,5 Years Old and Younger,14
2014,Clinton,6 to 10 Years Old,48
2016,Buena Vista,6 to 10 Years Old,12
2007,Jones,11 Years Old and Older,17
2016,Pottawattamie,6 to 10 Years Old,98
2004,Clinton,6 to 10 Years Old,46
2006,Clarke,6 to 10 Years Old,16
2011,Allamakee,6 to 10 Years Old,12
2004,Cedar,6 to 10 Years Old,11
2009,Winneshiek,6 to 10 Years Old,9
2005,Butler,5 Years Old and Younger,16
2010,Adair,6 to 10 Years Old,6
2009,Clinton,6 to 10 Years Old,91
2017,Buchanan,5 Years Old and Younger,20
2016,Hardin,5 Years Old and Younger,30
2017,Marion,6 to 10 Years Old,23
2006,Ida,5 Years Old and Younger,16
2016,Crawford,11 Years Old and Older,13
2009,Jasper,5 Years Old and Younger,75
2011,Osceola,11 Years Old and Older,3
2010,Winnebago,6 to 10 Years Old,11
2016,Ida,5 Years Old and Younger,6
2016,Fayette,11 Years Old and Older,13
2012,Clarke,6 to 10 Years Old,10
2015,Tama,5 Years Old and Younger,43
2009,Pocahontas,5 Years Old and Younger,17
2014,Jones,11 Years Old and Older,11
2016,Harrison,6 to 10 Years Old,12
2016,Buchanan,5 Years Old and Younger,10
2016,Pocahontas,11 Years Old and Older,4
2011,Chickasaw,11 Years Old and Older,9
2016,Poweshiek,11 Years Old and Older,15
2005,Butler,6 to 10 Years Old,16
2010,Calhoun,11 Years Old and Older,9
2016,Allamakee,6 to 10 Years Old,9
2013,Muscatine,6 to 10 Years Old,41
2015,Butler,11 Years Old and Older,13
2004,Shelby,5 Years Old and Younger,17
2012,Lucas,6 to 10 Years Old,8
2013,Page,6 to 10 Years Old,24
2014,Montgomery,11 Years Old and Older,16
2006,Cerro Gordo,11 Years Old and Older,68
2005,Taylor,6 to 10 Years Old,7
2016,Warren,5 Years Old and Younger,57
2014,Dallas,6 to 10 Years Old,41
2010,Muscatine,5 Years Old and Younger,145
2014,Davis,5 Years Old and Younger,4
2007,Winnebago,6 to 10 Years Old,13
2004,Jasper,6 to 10 Years Old,34
2005,Buchanan,6 to 10 Years Old,37
2008,Humboldt,5 Years Old and Younger,21
2005,Audubon,6 to 10 Years Old,6
2004,Grundy,11 Years Old and Older,10
2005,Union,6 to 10 Years Old,14
2008,Buena Vista,11 Years Old and Older,18
2008,Taylor,5 Years Old and Younger,12
2015,Plymouth,6 to 10 Years Old,8
2004,Fayette,6 to 10 Years Old,40
2005,Pocahontas,11 Years Old and Older,9
2013,Washington,5 Years Old and Younger,15
2014,Ringgold,11 Years Old and Older,3
2010,Buena Vista,6 to 10 Years Old,24
2016,Jackson,11 Years Old and Older,20
2013,Taylor,6 to 10 Years Old,7
2013,Jones,5 Years Old and Younger,33
2008,Mahaska,11 Years Old and Older,15
2014,Hancock,5 Years Old and Younger,5
2006,Plymouth,11 Years Old and Older,10
2004,Winneshiek,6 to 10 Years Old,10
2009,Pottawattamie,5 Years Old and Younger,259
2017,Keokuk,5 Years Old and Younger,15
2013,Montgomery,5 Years Old and Younger,40
2014,Appanoose,11 Years Old and Older,9
2012,Taylor,5 Years Old and Younger,9
2016,OBrien,11 Years Old and Older,4
2015,Clinton,5 Years Old and Younger,137
2015,Greene,6 to 10 Years Old,11
2015,Allamakee,5 Years Old and Younger,14
2016,Ringgold,6 to 10 Years Old,2
2010,Benton,6 to 10 Years Old,20
2006,Audubon,11 Years Old and Older,8
2016,Webster,11 Years Old and Older,32
2004,Clay,11 Years Old and Older,21
2009,Floyd,11 Years Old and Older,32
2016,Polk,11 Years Old and Older,322
2016,Sioux,11 Years Old and Older,10
2016,Washington,11 Years Old and Older,10
2015,Emmet,6 to 10 Years Old,14
2010,Washington,11 Years Old and Older,19
2015,Plymouth,5 Years Old and Younger,19
2006,Washington,11 Years Old and Older,26
2015,Muscatine,5 Years Old and Younger,69
2014,Black Hawk,11 Years Old and Older,79
2014,Franklin,11 Years Old and Older,8
2012,Carroll,6 to 10 Years Old,17
2016,Pottawattamie,11 Years Old and Older,86
2015,Greene,5 Years Old and Younger,22
2008,Cedar,5 Years Old and Younger,21
2016,Warren,11 Years Old and Older,38
2015,Appanoose,6 to 10 Years Old,22
2015,Fayette,6 to 10 Years Old,21
2011,Delaware,5 Years Old and Younger,32
2015,Pottawattamie,11 Years Old and Older,63
2017,Buena Vista,6 to 10 Years Old,15
2005,Jackson,5 Years Old and Younger,35
2015,Des Moines,5 Years Old and Younger,69
2016,Wapello,5 Years Old and Younger,79
2015,Muscatine,6 to 10 Years Old,28
2016,Webster,5 Years Old and Younger,70
2015,Chickasaw,6 to 10 Years Old,4
2008,Iowa,5 Years Old and Younger,25
2016,Union,11 Years Old and Older,16
2011,Iowa,6 to 10 Years Old,15
2007,Iowa,5 Years Old and Younger,15
2015,Cedar,6 to 10 Years Old,12
2016,Lyon,5 Years Old and Younger,8
2010,Madison,11 Years Old and Older,14
2006,Monroe,11 Years Old and Older,5
2013,Butler,5 Years Old and Younger,27
2008,Sac,5 Years Old and Younger,14
2005,Howard,11 Years Old and Older,12
2007,Hamilton,6 to 10 Years Old,10
2014,Clarke,11 Years Old and Older,7
2010,Hardin,6 to 10 Years Old,31
2015,Palo Alto,11 Years Old and Older,5
2011,Palo Alto,5 Years Old and Younger,21
2016,Decatur,11 Years Old and Older,11
2016,Muscatine,5 Years Old and Younger,82
2013,Boone,11 Years Old and Older,22
2015,Mahaska,11 Years Old and Older,19
2014,Audubon,6 to 10 Years Old,5
2014,Fremont,5 Years Old and Younger,12
2015,Hardin,6 to 10 Years Old,27
2014,Mahaska,11 Years Old and Older,8
2008,Page,6 to 10 Years Old,16
2016,Woodbury,6 to 10 Years Old,107
2016,Boone,6 to 10 Years Old,18
2010,Butler,5 Years Old and Younger,30
2014,Worth,11 Years Old and Older,1
2013,Jackson,6 to 10 Years Old,31
2005,Kossuth,6 to 10 Years Old,13
2014,Benton,11 Years Old and Older,13
2012,Black Hawk,11 Years Old and Older,114
2013,Jones,11 Years Old and Older,7
2011,Fremont,11 Years Old and Older,2
2014,Sioux,11 Years Old and Older,9
2016,Black Hawk,5 Years Old and Younger,222
2013,Lee,5 Years Old and Younger,106
2008,Kossuth,5 Years Old and Younger,26
2015,Lyon,6 to 10 Years Old,0
2015,Ringgold,5 Years Old and Younger,2
2015,Iowa,11 Years Old and Older,10
2004,Louisa,11 Years Old and Older,27
2009,Harrison,11 Years Old and Older,11
2015,Cerro Gordo,11 Years Old and Older,47
2016,Lucas,11 Years Old and Older,4
2016,Johnson,5 Years Old and Younger,81
2004,Union,5 Years Old and Younger,24
2016,Dickinson,6 to 10 Years Old,11
2005,Hancock,6 to 10 Years Old,19
2014,Webster,5 Years Old and Younger,62
2017,Winneshiek,5 Years Old and Younger,5
2015,Sioux,5 Years Old and Younger,21
2004,Polk,5 Years Old and Younger,788
2015,Story,11 Years Old and Older,45
2015,Louisa,6 to 10 Years Old,7
2016,Clinton,5 Years Old and Younger,140
2014,Union,6 to 10 Years Old,10
2017,Guthrie,6 to 10 Years Old,15
2010,Mahaska,6 to 10 Years Old,29
2014,Clay,5 Years Old and Younger,26
2011,Franklin,11 Years Old and Older,15
2012,Monona,11 Years Old and Older,6
2009,Greene,11 Years Old and Older,10
2016,Mills,5 Years Old and Younger,22
2014,Scott,11 Years Old and Older,110
2011,Fayette,11 Years Old and Older,21
2009,Sioux,6 to 10 Years Old,13
2016,Clarke,5 Years Old and Younger,11
2015,Hancock,11 Years Old and Older,9
2015,Humboldt,11 Years Old and Older,3
2007,Clinton,5 Years Old and Younger,99
2010,Mills,6 to 10 Years Old,10
2015,Woodbury,5 Years Old and Younger,231
2008,Delaware,11 Years Old and Older,9
2005,Buchanan,5 Years Old and Younger,37
2009,Marion,11 Years Old and Older,21
2006,Dubuque,5 Years Old and Younger,226
2015,Davis,5 Years Old and Younger,9
2009,Monroe,6 to 10 Years Old,15
2005,Allamakee,6 to 10 Years Old,10
